Date,Open,High,Low,Close,Volume
3/16/2000,29.4590879,29.68938695,28.6338496,29.2863636,77300800
3/17/2000,29.24797523,30.553003,29.01767621,30.51461983,81161600
3/20/2000,30.32270275,30.62976809,29.63180572,29.9004879,47773000
3/21/2000,29.70857048,31.66611195,29.63180415,31.55096245,81648800
3/22/2000,31.57016669,32.43378827,31.05199374,31.70450783,93975800
3/23/2000,32.79842475,34.66000884,32.74084999,34.35294342,148224000
3/24/2000,34.58323433,35.31251452,33.64284671,34.29536057,112196800
3/27/2000,33.09110032,33.23983515,31.91561538,31.95399857,111434000
3/28/2000,31.81965424,32.99034116,31.43582247,32.03076172,81114400
3/29/2000,32.29943964,33.45093482,32.28024806,32.9135704,64363800
3/30/2000,32.60650702,33.35497893,31.47420337,31.74288559,64178400
3/31/2000,32.54894316,33.23984054,31.97319534,32.62570953,64281400
4/3/2000,28.99849017,29.63181259,27.63588739,27.90456963,260118200
4/4/2000,28.11567912,28.25002025,26.08137059,27.1944828,181244400
4/5/2000,27.09852721,27.17529358,26.36924673,26.52277947,82887600
4/6/2000,26.98337284,27.02175602,26.18212404,26.4076252,66421400
4/7/2000,26.71469611,27.44397661,26.10056516,27.34801865,82613600
4/10/2000,27.21366616,27.21366616,26.40761963,26.42681122,60685400
4/11/2000,26.13894153,26.42681533,25.63996027,25.75510979,71961800
4/12/2000,25.21773776,25.25612092,24.18139237,24.37330818,153003800
4/13/2000,24.83391748,25.25613246,24.25816978,24.33493614,94316200
4/14/2000,24.29654781,24.41169732,22.49253873,22.76122093,151217800
4/17/2000,22.79960278,23.33696715,22.41577108,23.29858398,119772200
4/18/2000,23.49050378,25.16017194,23.2985879,24.737957,91794600
4/19/2000,25.00663051,25.02582209,23.9894767,24.16220093,53715400
4/20/2000,24.14302519,24.52685706,23.79757649,24.23898315,52387400
4/24/2000,20.65015261,20.88045171,19.95925531,20.45823669,313645800
4/25/2000,21.11074413,21.34104316,20.76529559,21.30265999,159517400
4/26/2000,21.49457427,21.84002278,20.68852773,20.88044357,107091200
4/27/2000,20.70772005,21.47538344,20.68852847,21.43700028,77669800
4/28/2000,21.72487776,21.80164411,20.95721423,21.41781235,78082600
5/1/2000,22.37738373,22.72283219,22.01274368,22.55010796,107811000
5/2/2000,22.3581985,22.56930595,21.3410444,21.45619392,97716200
5/3/2000,21.60971881,21.74405987,21.12992932,21.66729355,55354800
5/4/2000,21.59053452,21.87840832,21.28346914,21.62891769,43317200
5/5/2000,21.57133709,22.05112662,21.45618761,21.84001923,36402200
5/8/2000,21.7824488,21.9167899,21.39861711,21.43700028,36187600
5/9/2000,21.55215445,21.62892081,20.72691612,20.82287407,60778400
5/10/2000,20.80367841,20.84206158,20.18954768,20.32388878,67740000
5/11/2000,20.45823403,20.91883217,20.18955178,20.84206581,58390800
5/12/2000,21.0147905,21.41781388,20.95721573,21.12994003,37886000
5/15/2000,21.18751048,21.32185157,20.88044511,21.30265999,33899600
5/16/2000,21.36022742,21.68648427,21.20669479,21.34103584,48410600
5/17/2000,21.14912689,21.22589323,20.65014567,20.78448677,53242000
5/18/2000,20.89963634,20.89963634,20.22793085,20.32388878,53640400
5/19/2000,20.074403,20.24712731,19.80572074,19.97844505,66578000
5/22/2000,19.99762868,20.03601184,19.17239064,19.70975494,69955000
5/23/2000,19.61380023,20.13197304,19.36430962,19.4026928,57963200
5/24/2000,19.38350143,20.43903864,19.34511826,20.13197327,85482400
5/25/2000,19.82491725,19.88249203,18.76937955,18.88452911,94348800
5/26/2000,19.05724946,19.22997378,18.53907652,18.86533356,55822000
5/30/2000,19.17239235,19.69056512,19.03805127,19.46026611,68536400
5/31/2000,19.54182632,19.5610179,19.05723892,19.21077156,54968200
6/1/2000,19.76733445,20.26631571,19.59461017,19.82490921,94507200
6/2/2000,20.26630864,20.4966076,19.95924336,20.36226654,80463200
6/5/2000,20.2711155,20.99559798,20.26631761,20.53499985,64400000
6/6/2000,20.93801861,21.45619139,20.8228691,21.37942505,99019000
6/7/2000,21.26427396,21.72487195,20.61176014,21.64810562,76310600
6/8/2000,21.97436997,22.14709428,20.95721573,21.12994003,94765600
6/9/2000,21.3794307,21.39862229,20.97640732,21.12994003,35710200
6/12/2000,21.18751386,21.18751386,20.38146714,20.53499985,49260600
6/13/2000,20.49661721,20.88044899,20.30470132,20.84206581,44289200
6/14/2000,21.43699821,21.80163829,21.34104029,21.64810562,79992400
6/15/2000,21.74407007,22.31981773,21.6864953,22.22385979,65592600
6/16/2000,22.30061706,22.45414971,21.9551686,22.28142548,68710600
6/19/2000,22.28143209,22.66526382,22.10870781,22.62688065,46604800
6/20/2000,22.68445471,23.1066696,22.64607154,23.01071167,62275000
6/21/2000,23.64402403,25.236925,23.62483246,24.77632713,160399600
6/22/2000,24.98744204,25.17935787,24.35411977,24.52684403,87315200
6/23/2000,24.54603972,24.5844229,23.64403514,23.85514259,49811600
6/26/2000,23.7975592,24.60360556,23.7975592,24.41168976,48287000
6/27/2000,24.33492165,24.60360375,24.06623955,24.2005806,31071200
6/28/2000,24.25817475,24.58443185,24.14302519,24.23898315,37459200
6/29/2000,24.02787335,24.23898087,23.6632331,23.70161629,38449000
6/30/2000,23.6632249,24.56522942,23.54807539,24.56522942,52356400
7/3/2000,24.46927149,24.584421,24.37331356,24.56522942,15734800
7/5/2000,24.52685213,24.52685213,24.02787079,24.10463715,34824400
7/6/2000,24.21977945,25.08340074,24.10462994,24.85310173,47873200
7/7/2000,24.95386398,25.44804741,24.7379586,25.17936516,54153200
7/10/2000,24.77633155,24.96824737,24.37330834,24.39249992,52689800
7/11/2000,24.20060041,24.71877346,24.10464244,24.29655838,37164800
7/12/2000,24.0278695,24.87229942,23.70161249,24.66119194,58370200
7/13/2000,24.20059666,24.5652369,23.75919006,24.5460453,80843200
7/14/2000,24.4117075,24.48847388,24.0854504,24.23898315,51180600
7/17/2000,24.02786048,24.4308837,23.7975615,24.0086689,53992800
7/18/2000,23.83595489,24.41170259,23.77838012,24.10463715,70617200
7/19/2000,23.35615155,23.79755786,22.35818944,22.45414734,139924600
7/20/2000,22.55011892,23.10667504,22.45416096,22.97233391,54690600
7/21/2000,22.95314,23.02990636,22.07032693,22.20466805,56100600
7/24/2000,22.12789146,22.14708304,21.49456933,21.66729355,56165600
7/25/2000,21.74406354,21.80163829,20.9955918,21.18750763,64188600
7/26/2000,21.20670585,21.34104697,20.65014977,20.82287407,85404600
7/27/2000,20.84206194,21.53295902,20.72691242,21.30265999,74337600
7/28/2000,21.78245819,22.05114049,21.37943473,21.39862633,75645600
7/31/2000,21.55214978,21.84002356,21.26427601,21.43700028,70283800
8/1/2000,21.47538057,21.51376373,20.93801626,21.09154892,47163600
8/2/2000,21.05316938,21.62891694,21.03397779,21.30265999,48269200
8/3/2000,20.93802754,21.60973328,20.91883595,21.5713501,54543400
8/4/2000,21.32185095,21.45619204,20.93801925,21.22589302,38107400
8/7/2000,21.55215982,21.84003373,21.41781866,21.49458504,52741800
8/8/2000,21.51376785,22.93394521,21.49457626,22.76122093,138038800
8/9/2000,22.64606983,22.99151836,22.45415399,22.79960251,63945600
8/10/2000,22.66526695,22.74203331,22.03194451,22.30062676,48986000
8/11/2000,22.24304581,22.31981214,21.99355522,22.24304581,35629600
8/14/2000,22.20467347,22.53093056,21.91679957,22.16629028,53427000
8/15/2000,22.10870266,22.41576797,21.95517,21.99355316,40714200
8/16/2000,22.0703198,22.1854693,21.66729657,21.80163765,44976200
8/17/2000,21.84002793,22.10871017,21.66730363,21.97436905,36112800
8/18/2000,21.84002081,21.93597873,21.49457233,21.80163765,54438800
8/21/2000,21.70567687,21.74406003,21.51376107,21.68648529,34119600
8/22/2000,21.74406922,22.24305051,21.56174914,21.87841034,54428200
8/23/2000,21.74406417,21.84002209,21.60972309,21.72487259,36726800
8/24/2000,21.68648658,21.85921081,21.47537919,21.84001923,42405400
8/25/2000,21.70567687,22.01274215,21.66729371,21.68648529,52729400
8/28/2000,21.5521535,22.14709273,21.53296191,21.89760208,56421600
8/29/2000,21.85921607,22.33900571,21.76325814,21.78244972,59400200
8/30/2000,21.70569257,21.78245894,21.39862707,21.49458504,53498800
8/31/2000,21.76325722,22.10870574,21.39861711,21.43700028,72575400
9/1/2000,21.49457787,21.68649375,21.39861994,21.55215263,37629800
9/5/2000,21.49457772,21.70568518,21.43700296,21.53296089,50755200
9/6/2000,21.51376759,21.70568345,21.28346856,21.32185173,62960800
9/7/2000,21.49457756,22.12789994,21.32185328,21.51376915,111711200
9/8/2000,21.60973295,21.76326568,21.24509269,21.28347588,56709600
9/11/2000,21.22589798,21.39862229,20.89964096,21.12994003,48495200
9/12/2000,21.11074483,21.2834691,20.76529628,20.91882896,46781200
9/13/2000,20.74610122,21.1107413,20.63095172,20.95720863,40744800
9/14/2000,21.09155718,21.11074877,20.17036087,20.20874405,78503000
9/15/2000,20.09358659,20.15116134,19.44107279,19.70975494,99915200
9/18/2000,19.72894927,19.84409878,19.09562697,19.34511757,69037800
9/19/2000,19.537029,20.18954274,19.46026268,19.95924377,79311200
9/20/2000,19.92086829,19.95925146,19.40269541,19.72895241,67791400
9/21/2000,19.6521802,19.99762868,19.51783912,19.70975494,48952200
9/22/2000,18.76936694,19.49864705,18.73098378,19.42188072,84476600
9/25/2000,19.42188528,19.49865162,18.5582639,18.80775452,53484200
9/26/2000,18.71179821,20.22793366,18.55826551,19.24916267,155704800
9/27/2000,19.47945841,19.51784158,18.3663465,18.6158371,106155600
9/28/2000,18.67341546,18.99967246,18.61584069,18.82694817,52360400
9/29/2000,18.7309916,18.82694955,18.00171119,18.51988411,74053600
10/2/2000,18.57745592,18.67341385,17.8865588,18.15524101,58562400
10/3/2000,18.28957341,18.36633972,17.34918611,17.36837769,85374000
10/4/2000,17.3108174,17.36839218,16.73506959,17.0229435,136453400
10/5/2000,17.0421273,17.57949167,16.96536096,17.00374413,81099400
10/6/2000,17.13808952,17.42596337,16.8118325,17.06132317,61794000
10/9/2000,17.08051915,17.11890234,16.27447218,16.63911247,58323600
10/10/2000,16.56233754,17.06131874,16.52395437,16.75425339,62066200
10/11/2000,16.58153017,17.48353471,16.58153017,17.11889458,101205800
10/12/2000,17.29162319,17.46434751,16.52395957,16.69668388,90219600
10/13/2000,16.54315347,16.85021896,16.00578885,16.50477028,104521200
10/16/2000,16.42800045,16.52395839,15.21893032,15.46842098,119759000
10/17/2000,15.92902124,16.10174557,15.43003986,15.48761463,81276600
10/18/2000,15.23811324,16.35122479,14.87347325,15.89062691,110536400
10/19/2000,17.944131,19.09562604,17.80978992,18.99966812,256993200
10/20/2000,18.82694815,20.30470046,18.76937339,20.01682663,160378600
10/23/2000,19.84410244,20.34308374,18.63503237,19.0764389,185170400
10/24/2000,19.22997782,19.32593579,18.48150563,18.88452911,94427400
10/25/2000,19.01886197,19.47946004,18.5582639,18.80775452,167603800
10/26/2000,18.73098847,19.97844159,18.67341371,19.78652573,114826600
10/27/2000,19.86329068,21.24508482,19.8440991,20.78448677,124292400
10/30/2000,20.72690979,21.53295629,20.68852663,21.20669937,110057600
10/31/2000,21.18751495,21.34104767,20.88044952,21.14913178,104474000
11/1/2000,21.03397653,21.51376614,21.01478495,21.37942505,81309400
11/2/2000,21.60972961,21.75366653,21.37943054,21.59053803,77985200
11/3/2000,21.26427396,21.37942346,20.89963388,20.95720863,68711000
11/6/2000,21.09154532,21.53295163,20.95720426,21.34103584,74851400
11/7/2000,21.41780663,22.07032045,21.34104029,21.64810562,104331200
11/8/2000,21.84002455,22.22385626,20.88044526,21.32185173,206149400
11/9/2000,21.03397957,21.897601,21.01478799,21.76325989,91058600
11/10/2000,21.47540282,21.59055244,20.51582272,20.68854713,93744400
11/13/2000,20.47741252,20.91881879,19.77691996,20.40064621,83364800
11/14/2000,20.88044937,21.43700547,20.66934189,21.12994003,84218600
11/15/2000,21.20670376,21.76325978,21.09155423,21.51376915,60422200
11/16/2000,21.32185047,21.95517276,21.1683178,21.1683178,92128600
11/17/2000,21.32184887,21.49457312,20.81806981,21.20669937,106525600
11/20/2000,20.91883046,21.03397999,20.13197537,20.63095665,80157200
11/21/2000,20.68853659,21.26428436,20.68853659,20.80368614,59487600
11/22/2000,20.28550323,21.34104029,20.26631165,20.95720863,76343200
11/24/2000,21.18751186,21.62891836,21.03397917,21.47538567,34439200
11/27/2000,21.93598949,22.18548018,21.68649879,21.70569038,85307600
11/28/2000,21.30265581,21.4178053,20.51580096,20.5733757,127446200
11/29/2000,20.51580957,20.61176752,19.42188895,19.97844505,98280400
11/30/2000,19.03805343,19.05724501,17.50272654,17.61787605,197200800
12/1/2000,17.82897767,18.61583245,17.21484712,17.38757134,109809800
12/4/2000,17.57948858,18.11685285,16.94616639,17.32999802,80407200
12/5/2000,18.17442879,18.57745202,17.88655505,18.38553619,101734400
12/6/2000,18.42393095,18.44312254,17.21486048,17.40677643,90560800
12/7/2000,16.40881274,16.58153708,16.04417245,16.31285477,145308400
12/8/2000,16.77344848,17.15728026,16.4088083,16.71587372,120939800
12/11/2000,17.04212829,18.04009075,16.8885956,17.82898331,95576200
12/12/2000,17.75222151,18.42392719,17.42596447,17.92494583,63106000
12/13/2000,18.577451,18.577451,17.44514768,17.57948875,98360400
12/14/2000,17.79060341,18.03529618,17.00374825,17.04213142,71201400
12/15/2000,15.67473152,15.96740327,14.66237512,15.1037817,116899800
12/18/2000,15.04619863,15.35326391,14.43206807,14.68155861,107187400
12/19/2000,14.56641402,14.7391383,13.66440946,13.76036739,120271800
12/20/2000,13.14623895,13.51087915,12.70483238,12.74321556,149037800
12/21/2000,12.51291286,13.85632375,12.37857177,13.33815098,163173000
12/22/2000,13.74117511,14.47045536,13.74117511,14.25934792,109551800
12/26/2000,14.3936863,14.911859,14.08662099,14.3936863,66941600
12/27/2000,14.16338999,14.37449743,13.81794145,14.25934792,69003800
12/28/2000,13.85632952,14.20177818,13.47249768,13.68360519,77619200
12/29/2000,13.49168639,14.06743403,13.20381257,13.3189621,99977600
1/2/2001,13.54926115,13.81794339,13.16542939,13.3189621,82413200
1/3/2001,13.26138629,15.00782066,13.2421947,14.71994686,135962200
1/4/2001,14.68156397,15.50680221,14.39369017,14.87347984,112397000
1/5/2001,14.89267217,15.31488711,14.60479836,15.08458805,93414600
1/8/2001,15.02701092,15.27650152,14.33611386,15.02701092,79817600
1/9/2001,15.35326379,16.15931014,15.27649747,15.9098196,114965400
1/10/2001,15.66033265,16.52395393,15.58356631,16.23608017,90230200
1/11/2001,16.27447219,17.11890235,16.06336464,16.88860321,101854800
1/12/2001,16.85020857,16.88859173,16.12092847,16.42799377,73712000
1/16/2001,16.38961592,16.42799909,15.69871876,16.14012528,68462400
1/17/2001,16.4663832,16.85021498,16.14012619,16.25527573,72844200
1/18/2001,16.48557533,17.25323891,16.15931831,17.04213142,109788800
1/19/2001,18.42392218,18.86532865,18.07847364,18.73098755,209348800
1/22/2001,18.65422092,18.73098726,18.11685653,18.46230507,76673000
1/23/2001,18.34715476,18.71179486,18.09766416,18.59664536,70295200
1/24/2001,18.7309904,19.47946235,18.65422404,19.32592964,110455000
1/25/2001,19.26835401,19.65218576,18.90371384,18.98048019,85657400
1/26/2001,18.73098743,19.74814146,18.73098743,19.65218353,93080000
1/29/2001,19.51784367,19.84410064,19.49865208,19.80571747,84983800
1/30/2001,19.80571462,19.88248096,19.30673344,19.46026611,57276800
1/31/2001,19.34511845,19.57541748,18.73098771,18.75017929,81898800
2/1/2001,18.67341615,19.22997223,18.53907502,19.15320587,71792800
2/2/2001,19.19157924,19.46026135,18.65421502,18.6734066,71100000
2/5/2001,18.65422538,19.05724877,18.50069266,19.01886559,51399200
2/6/2001,19.05723892,19.59460316,18.94208944,19.21077156,96442000
2/7/2001,19.03804531,19.97843263,18.98047057,19.86328316,126061800
2/8/2001,19.57541856,19.80571761,19.03805413,19.11482048,88041200
2/9/2001,18.82694655,18.90371289,17.96332515,18.15524101,100575200
2/12/2001,18.05927642,18.25119222,17.56029535,18.04008484,71289400
2/13/2001,18.30876937,18.75017576,17.84817139,17.86736298,76070600
2/14/2001,17.69464674,18.11686174,17.31081493,17.92494583,61728400
2/15/2001,18.11685897,18.48149914,17.77141039,18.05928421,65627800
2/16/2001,17.50273587,17.88656779,17.23405352,17.59869385,66958400
2/20/2001,17.61787417,17.88655635,17.00374348,17.15727615,60730800
2/21/2001,16.96536124,17.82898257,16.94616966,17.27242661,63947200
2/22/2001,17.29161742,17.44515009,16.54314563,16.9461689,100816400
2/23/2001,16.71586818,17.65625571,16.67748502,17.42595673,92620600
2/26/2001,17.69464029,18.40472889,17.61787396,18.28957939,87936800
2/27/2001,18.23200798,18.78856401,18.01610262,18.23200798,99148600
2/28/2001,18.28958181,18.44791239,17.86736691,18.11685753,84608400
3/1/2001,17.98251448,18.27038825,17.27242587,18.22720718,81781600
3/2/2001,17.65626716,17.84818311,17.33001005,17.40677643,79800800
3/5/2001,17.57948543,18.00170015,17.36837807,17.63706017,49383600
3/6/2001,18.00170909,18.42392401,17.92494274,18.25119972,66781800
3/7/2001,18.38554012,18.76937185,18.21281584,18.63503075,59743600
3/8/2001,18.51988342,18.60624557,17.94413575,18.1936264,54626000
3/9/2001,17.79060832,17.8673747,16.85022018,17.40677643,103794400
3/12/2001,16.79264567,16.88860364,15.85225751,15.94821549,114376000
3/13/2001,16.02498145,16.81183682,15.96740666,16.63911247,91035600
3/14/2001,16.12092972,16.96535937,16.0249718,16.58152771,90686200
3/15/2001,16.98455603,17.21965299,16.42799996,16.48557472,71638400
3/16/2001,16.12093109,16.92697765,16.1161332,16.75425339,112848800
3/19/2001,16.73505926,17.04212457,16.31284446,16.67748451,61036400
3/20/2001,16.75425245,17.23404204,16.15931336,16.17850494,91822800
3/21/2001,16.04416289,16.35122821,15.27649959,15.3724575,124988600
3/22/2001,15.52599065,16.60071929,15.50679906,16.58152771,126363200
3/23/2001,16.86939667,17.50271873,16.69667247,17.36837769,99519600
3/26/2001,17.5411122,17.65626174,17.06132248,17.21485519,63118600
3/27/2001,17.21484934,17.98251263,17.15727459,17.88655472,95135600
3/28/2001,17.61787927,17.79060357,17.0037484,17.06132317,78681600
3/29/2001,17.00374413,17.56030008,16.75425352,17.00374413,86985000
3/30/2001,17.11889771,17.25323883,16.54315002,16.79264069,91201600
4/2/2001,16.83102282,17.48353681,16.77344805,17.13808823,75924000
4/3/2001,16.98455919,16.98455919,16.1977039,16.38961983,94187600
4/4/2001,16.38962217,16.88860364,15.67953315,15.94821549,104046600
4/5/2001,16.50476078,17.61787255,16.42799445,17.42595673,113364000
4/6/2001,17.31081536,17.56030605,16.90779194,17.25324059,92622000
4/9/2001,17.37068014,17.63168512,17.09125082,17.54877853,56295600
4/10/2001,17.79443778,18.45155746,17.74223606,18.32566071,109199400
4/11/2001,18.62351305,18.88451811,18.33180074,18.436203,109879600
4/12/2001,18.2888119,19.13324158,18.22432729,19.09332275,87520000
4/16/2001,18.85381397,18.90908583,18.4607695,18.66650391,65857400
4/17/2001,18.5835917,19.07182556,18.4362005,18.8783741,85149200
4/18/2001,19.46486288,20.3614927,19.34510764,20.09127617,156696400
4/19/2001,20.20797567,21.18751516,20.18955249,20.89273262,159375600
4/20/2001,21.58669349,21.83234435,21.03397497,21.18750763,192919600
4/23/2001,20.91421968,21.02476338,20.54267091,20.95720863,92171200
4/24/2001,20.94185823,21.47308238,20.61636968,20.74226761,89176600
4/25/2001,20.7484116,21.43009725,20.65015075,21.39939117,76744000
4/26/2001,21.51607257,21.80164349,20.95721363,21.22743034,118737600
4/27/2001,21.35025388,21.39631415,20.33079699,20.61022759,121572400
4/30/2001,21.04319684,21.20594117,20.78219165,20.80368614,74368200
5/1/2001,20.77604345,21.58669581,20.75761793,21.54677582,83702800
5/2/2001,21.80164751,21.84770779,21.29498903,21.42088699,92864400
5/3/2001,21.26427552,21.54984639,20.9234328,21.0431881,66273400
5/4/2001,20.88044291,21.81699313,20.86816002,21.72487259,119538400
5/7/2001,21.74944088,22.15476707,21.70952088,21.91832542,109356200
5/8/2001,22.03194479,22.13941722,21.72487936,22.12713432,75084000
5/9/2001,21.8753291,21.89375461,21.45157988,21.6173954,76676600
5/10/2001,21.84156821,21.8753456,21.48230214,21.49458504,64334600
5/11/2001,21.482291,21.4945739,21.08003615,21.31033516,51128800
5/14/2001,21.22742564,21.24892012,20.9725632,21.10153008,44968000
5/15/2001,21.10768099,21.27963925,20.88045318,20.96335983,61385600
5/16/2001,20.78832719,21.45772987,20.67471449,21.23664475,91893800
5/17/2001,21.21821862,21.53756692,20.74226866,20.93264771,106984800
5/18/2001,20.78526246,21.24892964,20.65015291,20.90808678,90605400
5/21/2001,20.89580008,21.49150532,20.80367953,21.1230278,103491600
5/22/2001,21.32568537,21.60204463,21.24277877,21.58976173,83455600
5/23/2001,21.61433215,21.98588098,21.34411545,21.40245628,93637400
5/24/2001,21.47615758,22.04115687,21.27042196,22.02273369,80781600
5/25/2001,22.00431069,22.07800574,21.60512468,21.77401161,52747600
5/29/2001,21.74022826,22.03193941,21.50992924,21.59897614,71210800
5/30/2001,21.35946611,21.6726741,21.08003785,21.24585342,86501800
5/31/2001,21.33797211,21.6112601,21.00327198,21.24278259,70682600
6/1/2001,21.37174843,21.70951985,21.09538914,21.59897614,57587600
6/4/2001,21.66346136,21.80778011,21.43316235,21.73408508,43736600
6/5/2001,21.7279374,22.44032867,21.64809978,22.29293633,89454200
6/6/2001,22.38199399,22.56316377,21.97052753,22.21924973,80022800
6/7/2001,22.14554414,22.63991932,22.13326125,22.62456513,66960000
6/8/2001,22.63071318,22.64606739,22.12405728,22.47411156,51867000
6/11/2001,22.36970613,22.36970613,21.95823976,22.14554977,47345600
6/12/2001,21.80777377,22.23459664,21.74329035,22.13326454,66714600
6/13/2001,22.12407216,22.20083855,21.69110865,21.70646286,55302400
6/14/2001,21.56213513,21.66346729,21.00327614,21.15680885,71972400
6/15/2001,20.72999305,20.97257508,20.38915015,20.88659477,108354400
6/18/2001,20.86508356,20.86815486,20.26937854,20.53652382,56846800
6/19/2001,20.94492839,21.14145003,20.5273193,20.6716404,63457400
6/20/2001,20.61636084,21.36866977,20.60407794,21.31340027,64108400
6/21/2001,21.23357249,21.66346451,21.16294641,21.44544601,69603800
6/22/2001,21.49457707,21.68188714,21.05854478,21.13531113,51092000
6/25/2001,21.21821723,21.43623337,20.80981971,21.14145088,49215600
6/26/2001,20.8251755,21.55906162,20.78832681,21.53756714,63077000
6/27/2001,21.45158975,21.96438843,21.29805705,21.8446331,69199800
6/28/2001,21.9705275,23.38302769,21.65731952,22.33593369,128975600
6/29/2001,22.29294487,22.54166941,21.92446737,22.41577148,94283800
7/2/2001,22.12406011,22.46183154,21.54063546,21.67881393,72810200
7/3/2001,21.5867002,21.74023291,21.47308515,21.63890076,28037400
7/5/2001,21.562122,21.71565463,21.01554624,21.03704071,49242600
7/6/2001,20.97256866,21.00327473,20.16498512,20.28474045,67467800
7/9/2001,20.32772515,20.54574361,19.97153056,20.17112351,66476600
7/10/2001,20.23560611,20.34307851,19.75965391,19.7995739,66562600
7/11/2001,19.71666566,20.49661192,19.71359435,20.41984558,73822600
7/12/2001,21.7095206,22.12406072,21.59590791,21.9858799,128078000
7/13/2001,21.9244638,22.10870252,21.78321403,21.90603828,58934600
7/16/2001,21.93982115,22.15783963,21.54063754,21.85691452,55990800
7/17/2001,21.69724164,22.11177945,21.53756633,22.05343628,63241000
7/18/2001,21.67881112,21.95517037,21.45465475,21.66959953,57590800
7/19/2001,21.8691956,22.41577157,21.8691956,22.28373337,76549400
7/20/2001,20.88965695,21.31033735,20.86202219,21.24278259,124203600
7/23/2001,21.26121203,21.26121203,20.37379303,20.60102081,79999400
7/24/2001,20.57337512,20.87736911,20.17418929,20.36457062,67530200
7/25/2001,20.34614793,20.73304853,20.14655501,20.72076798,74065400
7/26/2001,20.61022776,20.6716399,20.11278104,20.44748116,77974000
7/27/2001,20.28167135,20.34308349,19.97460594,20.10357285,65396000
7/30/2001,20.15884428,20.53653341,20.1250669,20.20490456,42196400
7/31/2001,20.26937987,20.69312912,20.2202483,20.32465172,59031600
8/1/2001,20.51197288,20.51504184,20.19262453,20.41064072,55679000
